id,Area(total),Troom,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Grade,EXPECTED
453,357,9,3,4,5,NA,,82,3,83,4,B,4508$
454,292,9,7,4,6,NO,0,78,7,94,6,B,4310$
455,357,5,7,6,7,NO,0,76,5,62,2,C,3609$
456,302,7,6,4,6,yes,110,79,6,84,5,C,4509$
457,330,5,6,6,8,no,0,93,5,63,3,C,3781$
458,359,8,5,3,5,NA,,108,5,78,6,B,4347$
459,358,7,7,5,7,NO,0,106,6,68,6,B,4746$
460,352,8,7,6,8,yes,120,103,5,63,6,B,5110$
461,309,5,3,2,4,NA,,80,4,78,4,D,3823$
462,300,9,7,5,6,NA,,91,5,66,1,B,4507$
463,304,6,7,6,7,yes,107,83,6,62,5,C,4130$
464,356,9,5,6,7,NA,,70,6,83,5,A,4759$
465,356,5,6,4,5,yes,96,107,4,74,4,C,3780$
466,328,8,2,2,3,NO,0,80,4,61,1,D,3663$
467,299,8,6,6,8,no,0,89,7,77,6,B,4129$
468,298,6,5,6,7,yes,79,74,7,63,6,C,3681$
469,359,9,7,4,6,NO,0,103,5,99,2,B,5018$
470,311,7,4,3,5,no,0,85,2,85,5,D,3540$
471,342,5,6,5,6,no,0,94,3,79,6,D,3923$
472,334,5,6,5,7,yes,89,97,4,83,2,C,3982$
473,310,7,7,5,7,yes,79,78,7,70,4,B,4541$
474,315,8,5,4,5,NA,,94,3,81,3,C,4014$
475,358,8,3,2,4,NO,0,81,3,86,3,C,3601$
476,297,9,5,4,5,YES,81,88,4,62,4,C,4189$
477,330,9,7,5,6,NO,0,101,7,74,5,B,5119$
478,356,9,2,3,4,YES,77,84,2,73,3,C,3816$
479,290,7,4,3,4,YES,92,110,4,94,2,D,3516$
480,319,6,5,5,6,no,0,96,5,63,1,D,3943$
481,299,5,5,3,5,NA,,102,2,72,1,D,3378$
482,297,7,6,4,6,yes,77,109,6,62,2,C,4219$
483,328,9,7,5,6,no,0,108,4,87,3,B,4823$
484,334,6,6,5,7,no,0,95,5,59,5,C,3589$
485,331,7,4,3,4,no,0,74,5,62,3,D,3726$
486,360,6,4,2,3,no,0,107,2,75,3,D,3858$
487,312,9,6,5,6,yes,98,89,4,86,1,B,4514$
488,294,9,6,6,7,NA,,93,7,99,4,B,4964$
489,316,6,4,3,5,NA,,80,6,66,3,D,3396$
490,305,5,5,3,5,NO,0,108,4,86,6,D,3131$
491,290,5,6,5,6,NA,,88,5,83,6,C,3805$
492,293,9,4,5,6,NO,0,90,5,94,6,C,4101$
493,294,6,6,4,6,YES,82,70,4,83,3,D,3855$
494,323,7,2,3,4,yes,92,109,3,96,4,C,3806$
495,302,8,3,2,4,NA,,85,4,88,6,C,4250$
496,322,6,2,2,4,NA,,70,3,63,5,D,3186$
497,357,7,8,6,8,no,0,104,6,69,6,B,4822$
498,304,8,8,6,8,YES,120,86,6,92,3,A,5001$
499,314,6,5,2,4,NA,,88,2,94,2,D,4037$
500,295,7,4,3,4,no,0,73,4,61,4,D,3173$
501,291,7,4,3,5,no,0,101,4,93,4,D,3618$
502,335,8,5,3,5,NO,0,104,5,87,4,C,3615$
503,306,6,6,5,6,NO,0,89,4,95,3,D,3630$
504,295,9,7,7,8,no,0,86,6,86,5,B,4597$
505,318,8,4,2,4,NO,0,72,2,79,5,D,3448$
506,360,7,5,5,6,no,0,105,6,63,2,C,3673$
507,357,9,5,4,5,NO,0,76,6,70,3,B,4429$
508,326,9,7,6,7,NO,0,72,5,61,5,B,4537$
509,295,9,6,5,7,YES,94,82,7,69,4,B,4853$
510,315,5,7,5,6,no,0,78,6,70,4,C,4180$
511,306,9,7,6,8,yes,103,84,7,95,4,A,4999$
512,333,9,7,5,7,NO,0,84,5,85,1,B,4847$
513,319,6,4,4,5,NA,,81,6,75,3,C,3924$
514,337,7,5,4,6,yes,119,110,6,94,6,B,4100$
515,298,8,7,5,7,yes,116,110,7,96,4,B,4884$
516,312,6,6,4,6,yes,84,89,6,76,3,C,4151$
517,307,8,6,3,5,NO,0,95,5,97,6,C,3675$
518,324,9,7,7,8,NA,,79,5,77,4,A,4469$
519,292,9,3,4,5,NO,0,86,5,91,5,C,3639$
520,332,7,5,3,5,no,0,92,4,76,5,D,4107$
521,305,8,4,2,4,yes,71,85,3,65,5,D,3713$
522,327,8,6,6,7,NA,,84,7,60,6,B,4156$
523,351,9,7,6,7,no,0,98,6,60,2,B,4475$
524,300,6,2,2,4,NO,0,90,1,77,3,D,3114$
525,318,6,7,5,7,yes,120,92,6,97,5,B,3991$
526,339,5,6,5,6,NA,,100,7,70,6,C,4020$
527,346,5,2,3,4,yes,113,110,1,75,5,D,3810$
528,328,6,3,3,5,NA,,74,5,94,4,D,3538$
529,342,9,7,7,8,yes,113,98,7,72,1,A,4879$
530,292,5,4,1,3,yes,79,100,4,79,4,D,3475$
531,350,9,7,7,8,no,0,100,7,64,6,A,5392$
532,337,8,8,6,7,yes,82,92,8,69,6,A,5429$
533,298,6,7,5,7,NA,,79,6,87,2,C,4172$
534,338,8,6,7,8,NA,,78,5,85,4,B,4676$
535,313,5,5,3,5,NO,0,107,5,86,1,D,3242$
536,308,5,4,3,5,yes,82,99,3,83,6,D,3635$
537,299,9,5,5,6,yes,71,88,3,69,5,C,4297$
538,308,9,6,6,7,NO,0,108,5,84,3,B,4258$
539,305,5,5,6,7,NA,,87,5,64,4,C,3644$
540,324,5,5,3,4,no,0,102,3,71,2,D,3288$
541,341,5,8,6,7,NA,,93,6,61,2,B,4681$
542,302,5,6,4,5,NO,0,86,4,59,5,D,3722$
543,315,9,6,5,6,NA,,85,3,73,3,B,4501$
544,320,6,5,4,5,yes,92,89,3,99,4,C,3384$
545,322,7,4,3,5,yes,108,82,5,96,6,C,3975$
546,293,8,7,6,8,NA,,95,8,59,5,B,4530$
547,296,9,3,3,5,no,0,78,5,88,5,C,3656$
548,324,7,6,4,6,NA,,99,5,93,5,C,3926$
549,326,7,3,1,3,YES,110,109,2,69,4,D,4137$
550,354,7,4,5,6,YES,104,102,6,76,5,C,4460$
551,335,9,8,7,8,YES,76,106,5,95,5,A,5021$
552,324,6,6,5,7,NO,0,98,7,73,6,C,4322$
553,352,5,3,3,4,YES,71,110,4,89,3,D,3846$
554,334,5,6,5,7,NA,,110,5,69,2,C,4008$
555,299,6,8,6,8,YES,81,107,7,98,6,B,4347$
556,336,6,6,6,8,yes,103,76,6,76,6,B,4699$
557,307,9,4,2,4,NA,,88,3,87,4,C,4242$
558,313,5,8,5,7,no,0,85,7,79,3,C,3942$
559,337,6,5,2,4,NA,,99,2,89,1,D,3487$
560,295,5,5,4,5,YES,98,103,6,79,6,D,3808$
561,334,6,4,3,5,no,0,84,5,92,1,D,4036$
562,351,5,4,3,4,NA,,109,5,68,2,D,3927$
563,320,5,4,3,4,NA,,97,5,83,4,D,3632$
564,335,9,5,4,6,NO,0,88,5,71,5,C,3949$
565,352,6,7,5,6,no,0,107,5,64,2,C,4329$
566,360,7,4,1,3,yes,99,110,1,93,1,C,3844$
567,325,7,5,4,5,yes,100,89,2,93,1,C,3518$
568,296,5,3,2,4,yes,98,83,3,75,4,D,3559$
569,321,9,3,4,5,YES,96,83,4,81,1,C,4278$
570,290,6,5,5,6,YES,94,76,5,89,1,D,3382$
571,311,7,3,2,4,NO,0,93,2,66,3,D,3154$
572,344,9,7,6,8,no,0,104,6,99,2,A,4766$
573,360,6,3,3,5,NA,,110,3,61,3,D,3555$
574,318,6,5,3,4,NO,0,104,3,78,5,D,3367$
575,303,5,5,3,5,NO,0,72,3,95,5,D,3184$
576,352,6,3,3,4,NO,0,87,2,80,1,D,3882$
577,303,6,5,3,4,YES,74,107,3,79,1,D,3455$
578,327,8,5,3,4,YES,92,72,2,84,5,C,3776$
579,338,9,7,7,8,YES,103,85,8,98,4,A,5551$
580,344,6,3,2,4,yes,75,90,4,90,5,D,3492$
581,295,5,6,5,7,YES,76,94,7,60,4,C,4190$
582,345,6,6,4,6,YES,76,109,6,94,6,C,4527$
583,342,7,5,5,6,NA,,88,6,89,6,B,4689$
584,340,8,7,6,8,NO,0,109,7,92,5,B,5169$
585,352,8,2,2,4,NA,,79,2,59,6,C,3487$
586,355,8,3,2,4,NO,0,84,3,67,6,C,3493$
587,340,7,5,5,6,no,0,81,4,83,3,C,3917$
588,334,7,6,7,8,NA,,79,5,96,4,B,4105$
589,344,6,5,2,4,NO,0,79,3,99,4,D,3354$
590,345,8,5,2,4,yes,94,108,3,67,6,C,4398$
591,340,9,4,4,6,NA,,92,6,98,6,B,4306$
592,359,9,6,5,7,YES,85,82,7,79,6,A,4789$
593,312,5,7,4,6,NO,0,80,5,81,4,D,3421$
594,322,5,4,4,5,no,0,110,2,77,4,D,3767$
595,315,6,4,5,6,NO,0,109,5,92,3,D,3526$
596,318,7,5,3,4,no,0,107,2,74,5,D,4032$
597,294,7,8,7,8,YES,90,109,7,78,4,B,4592$
598,340,7,3,3,4,yes,118,95,2,85,1,C,3629$
599,312,9,3,3,4,NO,0,107,3,78,6,C,4011$
600,320,9,3,1,3,NO,0,70,3,65,2,D,3404$
601,359,5,8,5,7,yes,78,71,5,72,1,B,4338$
602,342,6,6,6,7,NO,0,73,6,90,5,C,4108$
603,314,8,5,3,5,NO,0,87,4,84,6,C,3507$
604,308,8,3,2,3,NA,,84,3,74,2,D,3689$
605,303,7,8,7,8,NO,0,90,7,83,4,B,4662$
606,327,8,7,6,8,yes,100,102,8,59,3,A,4628$
607,290,9,2,2,4,yes,71,91,4,65,5,C,4195$
608,315,5,4,1,3,NA,,80,1,62,6,D,3586$
609,322,6,5,3,4,NA,,75,3,87,1,D,3652$
610,308,5,6,5,6,YES,73,102,5,84,6,C,4162$
611,348,9,6,3,5,NA,,109,4,76,5,B,4881$
612,312,9,4,2,4,YES,114,92,4,96,6,C,4077$
613,357,5,3,3,4,YES,79,88,1,62,1,D,3316$
614,342,5,3,3,4,NA,,95,3,88,5,D,3746$
615,360,9,6,6,7,yes,90,70,6,99,4,A,4571$
616,354,5,6,4,5,no,0,96,3,68,1,D,3302$
617,359,5,2,3,4,no,0,106,2,69,4,D,3564$
618,338,8,3,2,4,no,0,88,4,98,4,C,3975$
619,333,8,6,4,5,NA,,91,3,87,3,C,4060$
620,319,6,7,5,7,NA,,92,6,88,3,C,4495$
621,302,6,3,3,4,NO,0,99,1,91,6,D,3636$
622,318,8,8,6,8,no,0,105,6,80,1,B,4268$
623,340,9,4,4,5,no,0,78,3,94,4,C,4291$
624,301,9,4,3,5,NO,0,82,4,72,5,C,3958$
625,301,6,7,5,7,NO,0,77,7,59,6,C,4398$
626,339,6,6,5,6,NA,,81,5,96,4,C,4412$
627,340,6,5,3,4,yes,101,78,2,80,4,D,3605$
628,309,6,4,2,4,NO,0,106,3,97,6,D,3571$
629,331,5,7,5,7,NO,0,70,7,84,4,C,4316$
630,351,7,3,3,4,NA,,106,1,98,5,C,4115$
631,290,8,6,4,6,yes,118,83,4,71,3,C,4162$
632,297,7,6,6,7,YES,104,97,4,76,4,C,3996$
633,296,6,2,2,3,YES,105,81,1,68,1,D,3402$
634,317,7,2,2,3,NO,0,90,1,62,1,D,3023$
635,298,6,3,2,4,NO,0,90,2,68,4,D,3095$
636,312,9,2,1,3,yes,84,95,3,82,2,C,4312$
637,348,6,4,3,4,no,0,76,4,62,5,D,3739$
638,328,5,4,2,3,YES,76,70,4,64,5,D,3651$
639,329,6,5,5,7,YES,103,102,5,91,5,C,3916$
640,314,5,4,3,4,YES,88,83,1,86,2,D,3175$
641,308,5,5,6,7,NO,0,89,5,69,4,D,3332$
642,296,7,4,3,4,YES,80,92,5,83,5,D,4103$
643,326,5,3,4,5,NA,,77,3,79,5,D,3862$
644,317,7,5,4,6,YES,81,94,6,82,2,C,4257$
645,352,9,3,3,5,NA,,86,5,71,6,B,4379$
646,344,5,4,2,4,no,0,80,4,70,5,D,3746$
647,328,8,3,3,5,NO,0,109,5,81,3,C,3794$
648,358,8,7,6,7,no,0,89,6,63,4,B,4795$
649,337,9,7,6,7,no,0,87,7,70,2,A,5083$
650,350,6,5,4,6,NA,,100,5,76,6,C,4027$
651,299,7,8,7,8,yes,79,80,7,96,1,B,4698$
652,321,5,6,4,6,no,0,109,6,96,6,C,3761$
653,353,8,6,6,8,no,0,88,5,77,4,B,4087$
654,343,7,3,4,5,NO,0,83,3,81,2,D,4020$
655,324,9,7,5,6,no,0,89,6,80,5,B,4453$
656,347,8,7,7,8,YES,114,80,5,77,5,A,5074$
657,292,5,8,7,8,NA,,105,7,89,3,B,4313$
658,310,8,6,3,5,no,0,102,4,93,1,C,4332$
659,291,8,6,4,6,NO,0,88,6,79,4,C,3599$
660,305,7,5,4,5,yes,120,110,2,64,3,C,3443$
661,296,9,4,2,3,no,0,83,2,82,2,D,3902$
662,312,9,7,7,8,NO,0,72,7,96,5,A,4683$
663,329,8,4,4,5,NO,0,99,5,70,1,C,3658$
664,339,5,3,1,3,yes,90,97,4,88,3,D,3455$
665,297,8,5,5,6,no,0,87,7,86,1,C,4089$
666,299,8,6,6,7,NO,0,100,7,95,6,B,4778$
667,301,9,5,3,5,YES,116,95,3,90,6,C,4279$
668,294,9,3,3,4,NO,0,78,2,63,1,D,3314$
669,352,5,3,4,5,no,0,100,5,63,1,D,3966$
670,327,9,6,3,5,YES,80,104,6,69,6,B,4109$
671,294,6,7,7,8,NA,,88,7,87,2,B,4439$
672,331,5,2,2,4,no,0,102,1,71,5,D,3230$
673,320,7,3,4,5,NO,0,96,2,71,2,D,3517$
674,329,7,7,6,7,yes,88,97,4,59,5,C,4523$
675,348,8,3,3,4,NA,,87,3,90,2,C,4372$
676,348,5,8,6,7,YES,107,84,8,94,1,A,5257$
677,346,7,5,5,6,yes,83,78,5,93,2,C,3885$
678,340,6,6,6,7,NA,,89,4,65,1,C,3668$
679,290,5,2,2,4,no,0,85,2,61,2,E,3308$
680,306,5,8,6,7,NO,0,102,7,76,3,C,4614$
681,314,5,6,5,7,NA,,80,7,93,6,C,4405$
682,360,5,3,3,5,NA,,106,5,71,3,C,3770$
683,327,6,4,4,5,no,0,80,4,80,6,D,3857$
684,313,9,6,5,6,NA,,109,7,89,6,B,4608$
685,347,9,6,6,8,YES,102,98,7,96,5,A,4758$
686,352,6,7,7,8,NO,0,99,5,75,1,B,4245$
687,349,5,3,2,3,yes,112,91,4,88,4,D,3737$
688,300,9,5,5,7,YES,116,70,4,64,1,C,3977$
689,350,7,5,3,4,YES,117,90,3,71,1,C,3811$
690,324,7,7,7,8,NA,,92,6,70,3,B,4941$
691,336,8,3,2,4,yes,90,88,2,61,1,C,3672$
692,294,6,8,7,8,yes,83,97,6,90,2,B,4242$
693,311,6,7,4,6,yes,118,89,7,67,6,C,3996$
694,319,9,4,4,5,YES,77,97,2,71,6,C,4429$
695,310,5,5,2,4,NO,0,96,4,72,4,D,3194$
696,312,9,7,4,6,NO,0,105,7,90,5,B,4718$
697,314,8,5,3,5,NO,0,99,3,97,5,C,4019$
698,337,8,4,3,4,no,0,106,4,89,3,C,4001$
699,303,5,4,4,5,no,0,83,6,80,6,D,3276$
700,316,9,2,2,3,NA,,106,3,85,1,C,4093$
701,309,9,4,2,4,no,0,110,4,98,5,C,4238$
702,311,7,6,5,6,NA,,100,7,70,4,C,3913$
703,319,5,6,4,6,NO,0,73,5,69,6,D,3916$
704,349,9,6,3,5,no,0,77,3,66,3,C,4455$
705,347,9,5,4,6,NA,,97,6,98,3,B,5114$
706,336,7,5,3,5,NA,,102,4,95,6,C,4372$
707,298,5,2,1,3,NA,,97,3,93,2,D,2995$
708,298,5,3,2,4,NA,,80,4,89,3,D,3538$
709,291,5,7,6,7,YES,90,73,8,98,3,B,4218$
710,311,9,4,2,4,NO,0,85,3,60,4,C,3719$
711,328,7,5,5,7,yes,73,78,4,77,6,C,4332$
712,328,8,5,4,5,NO,0,94,5,99,3,C,4084$
713,304,5,3,2,4,NO,0,90,3,90,4,D,3170$
714,358,8,3,2,4,NA,,104,5,83,6,C,3902$
715,321,8,5,2,4,NO,0,108,5,85,4,C,4188$
716,315,5,3,2,3,YES,87,96,3,86,4,D,3060$
717,294,6,4,2,4,NA,,76,4,65,1,D,3313$
718,317,5,2,2,4,NO,0,106,1,70,1,D,3023$
719,296,9,7,5,7,NA,,79,6,64,1,B,4772$
720,337,8,4,2,4,NA,,100,2,82,1,C,3906$
721,356,7,2,1,3,yes,107,100,2,73,2,C,3492$
722,341,5,4,2,4,yes,77,78,4,70,2,D,3562$
723,319,8,4,5,6,NA,,85,6,80,1,C,4102$
724,347,9,6,6,7,NO,0,93,6,90,6,B,5036$
725,322,9,2,2,3,YES,91,78,1,73,2,C,4116$
726,301,6,5,5,6,yes,72,71,5,60,1,D,3573$
727,300,7,6,6,8,NO,0,99,6,65,3,C,4155$
728,360,8,5,5,6,no,0,110,7,59,5,B,4794$
729,293,7,6,6,7,yes,83,86,5,59,2,C,3839$
730,325,8,3,2,4,no,0,108,2,89,1,D,4070$
731,353,5,4,2,4,YES,76,89,5,80,6,D,3765$
732,301,8,7,5,6,NA,,101,7,80,2,B,4885$
733,311,7,6,6,7,yes,98,109,7,85,3,B,4136$
734,302,5,4,2,4,yes,112,110,4,63,3,D,3641$
735,328,9,8,6,7,no,0,106,6,66,1,A,4729$
736,321,5,3,1,3,YES,110,110,1,95,2,D,3935$
737,353,8,6,5,6,NA,,88,7,91,3,B,4446$
738,353,8,7,5,7,NO,0,109,7,76,6,B,4504$
739,333,6,5,3,5,NO,0,72,4,86,6,D,3712$
740,308,7,3,3,4,YES,98,104,4,61,4,D,3454$
741,298,9,5,5,7,yes,111,91,5,89,6,B,4332$
742,335,8,5,3,4,NA,,100,5,94,6,C,4533$
743,341,8,6,6,7,yes,79,91,8,80,4,A,5078$
744,340,6,5,5,7,no,0,75,4,75,6,D,3758$
745,333,8,4,2,4,no,0,79,3,79,6,D,3382$
746,319,8,7,6,7,no,0,77,8,74,1,B,4329$
747,318,5,2,1,3,YES,90,70,3,64,6,D,3410$
748,349,9,4,4,5,no,0,107,3,90,4,C,4482$
749,301,9,8,6,8,NA,,82,8,72,4,A,5382$
750,300,5,5,6,7,no,0,82,7,89,1,C,3717$
751,352,6,6,3,5,NO,0,99,6,75,4,C,3872$
752,353,6,6,4,6,YES,96,87,4,68,6,C,3957$
753,305,5,3,2,3,NA,,84,2,63,6,D,3102$
754,355,6,6,5,7,YES,88,100,6,90,6,B,4606$
755,291,9,7,6,7,YES,102,91,6,98,4,B,4906$
756,294,8,8,7,8,YES,109,99,5,68,2,B,4587$
757,327,7,8,6,7,YES,101,78,7,69,3,B,4861$
758,341,9,6,5,7,NA,,88,5,61,4,B,4825$
759,296,9,5,3,5,yes,84,94,4,59,3,C,3759$
760,346,5,6,3,5,NO,0,78,3,71,6,D,3952$
761,345,7,6,4,5,YES,100,102,6,83,5,B,3999$
762,338,5,5,4,6,NO,0,99,6,72,6,D,3383$
763,313,9,3,1,3,YES,77,105,3,94,2,C,3658$
764,358,5,6,7,8,YES,97,97,8,99,6,A,4959$
765,335,7,2,3,4,NA,,75,4,70,4,D,3425$
766,307,6,7,7,8,yes,84,83,5,88,1,C,3958$
767,353,6,8,7,8,yes,74,73,7,86,4,A,5273$
768,341,8,6,4,5,yes,100,92,5,75,1,B,4284$
769,296,6,5,4,6,no,0,77,5,66,1,D,3489$
770,292,6,5,4,6,yes,88,70,4,81,4,D,3366$
771,296,6,4,2,4,NO,0,104,3,72,6,D,3400$
772,318,7,8,7,8,no,0,74,6,89,6,B,4210$
773,316,7,4,1,3,NO,0,110,4,85,3,D,3748$
774,354,7,2,3,4,no,0,107,1,74,5,D,3964$
775,354,8,5,4,5,NA,,82,3,78,4,C,4581$
776,296,9,4,5,6,no,0,94,3,93,5,C,3938$
777,296,8,5,5,6,NO,0,75,4,91,2,C,3916$
778,358,5,5,4,5,NA,,78,4,77,4,C,4178$
779,327,7,6,5,7,no,0,97,7,93,1,C,3892$
780,303,6,5,5,6,NO,0,106,6,77,1,D,4022$
781,313,7,4,2,4,no,0,101,4,82,1,D,3804$
782,294,5,6,5,7,YES,95,91,4,62,6,D,3399$
783,332,6,5,2,4,yes,98,70,5,79,6,C,3923$
784,311,5,4,3,5,no,0,73,4,76,5,D,3431$
785,333,6,6,6,7,no,0,84,6,96,5,C,4452$
786,319,5,3,3,4,no,0,92,4,99,1,D,3244$
787,332,6,5,2,4,no,0,93,5,66,2,D,3459$
788,292,8,3,4,5,no,0,86,4,96,3,D,3719$
789,323,8,8,6,7,NO,0,80,6,91,3,B,4294$
790,328,9,4,1,3,yes,94,89,3,65,2,C,4445$
791,354,6,6,7,8,NO,0,100,5,69,2,C,4461$
792,333,9,4,3,4,NO,0,74,5,89,4,C,3881$
793,308,8,8,5,7,no,0,97,7,59,2,B,4247$
794,331,6,5,5,6,NO,0,82,6,60,1,D,3856$
795,310,9,3,1,3,no,0,98,4,61,1,C,3566$
796,302,9,4,3,4,no,0,90,4,80,4,C,3604$
797,290,8,3,3,5,NA,,89,4,91,4,C,3907$
798,301,8,7,6,7,no,0,83,4,80,3,C,4022$
799,296,6,7,5,6,YES,112,100,6,94,3,C,3945$
800,311,7,6,5,6,YES,111,89,5,80,4,C,3820$
801,302,5,4,5,6,NA,,74,3,62,3,D,3262$
802,320,8,6,4,6,YES,81,87,4,84,2,C,3934$
803,310,6,7,6,8,yes,109,88,8,78,6,B,4627$
804,290,7,3,2,3,yes,118,76,2,81,1,D,3919$
805,346,6,6,5,6,YES,117,102,5,79,4,C,4192$
806,359,5,5,3,5,NA,,72,5,98,2,C,3607$
807,347,7,6,5,6,NA,,108,6,79,2,B,4809$
808,345,6,5,4,6,YES,71,73,5,80,3,C,3963$
809,340,8,6,6,8,NO,0,88,7,66,3,B,4420$
810,301,5,6,7,8,yes,99,87,7,68,3,C,4103$
811,360,9,3,4,5,NA,,85,2,99,6,B,4565$
812,301,9,5,4,6,NO,0,102,7,77,1,B,4065$
813,315,6,4,3,4,yes,88,92,2,95,6,D,3846$
814,309,5,6,3,5,NA,,75,3,77,4,D,3235$
815,346,7,6,5,6,NO,0,76,3,75,1,C,3655$
816,353,6,2,2,4,NO,0,85,4,79,3,D,3150$
817,354,5,6,7,8,YES,117,93,8,83,6,A,4998$
818,333,8,4,4,5,NO,0,100,6,81,5,C,4208$
819,359,7,8,5,7,no,0,82,8,90,5,A,4461$
820,349,7,2,2,4,NA,,100,1,60,6,D,3487$
821,296,8,6,4,5,NO,0,73,5,88,4,C,3664$
822,321,8,8,5,7,YES,94,73,5,77,1,B,4779$
823,336,8,6,6,7,NA,,103,5,90,6,B,4414$
824,354,5,8,5,7,YES,113,79,6,90,4,B,4692$
825,357,8,6,5,6,YES,78,108,5,73,5,B,4517$
826,319,6,4,3,5,NA,,94,5,62,6,D,3301$
827,328,6,4,2,3,YES,105,107,1,73,3,D,3968$
828,308,7,6,3,5,no,0,82,3,71,5,D,3885$
829,344,9,4,2,3,YES,94,91,3,88,3,C,4429$
830,357,7,7,6,8,YES,115,86,8,99,2,A,4933$
831,352,8,5,6,7,YES,113,109,4,80,6,B,4504$
832,358,7,6,4,6,no,0,93,7,79,6,B,4042$
833,313,8,5,4,6,yes,110,87,7,88,2,B,4790$
834,360,9,6,6,7,NO,0,104,5,79,6,B,4780$
835,356,8,5,4,6,YES,111,75,5,78,5,B,4220$
836,322,5,4,3,4,NA,,99,2,61,5,D,3477$
837,316,8,5,3,4,NO,0,106,3,86,2,C,4202$
838,329,5,5,3,5,NA,,107,3,60,2,D,3567$
839,293,7,3,4,5,yes,107,76,5,85,2,D,3782$
840,334,6,2,3,4,NO,0,97,2,67,2,D,3747$
841,307,7,5,3,4,NA,,97,4,64,2,D,3921$
842,318,6,6,5,6,yes,77,83,7,59,4,C,3956$
843,296,7,6,5,6,no,0,78,6,73,4,C,3985$
844,299,5,4,4,5,NO,0,70,5,63,6,D,3637$
845,318,6,6,4,5,yes,99,93,4,86,3,C,4072$
846,352,7,6,6,7,yes,95,108,6,69,1,B,4681$
847,342,5,3,1,3,NA,,108,2,69,6,D,3446$
848,324,6,8,5,7,NO,0,73,6,82,3,C,3940$
849,328,9,7,6,7,YES,98,101,5,87,6,A,4930$
850,300,9,6,7,8,YES,77,72,5,82,2,B,4683$
851,338,5,6,3,5,NO,0,80,3,96,3,D,3987$
852,358,9,2,1,3,NO,0,71,4,78,6,C,4422$
853,347,9,5,4,6,NO,0,90,4,92,5,B,4141$
854,333,8,4,3,5,no,0,97,3,71,5,C,3722$
855,310,5,3,3,4,YES,96,76,2,61,5,D,3079$
856,356,6,6,6,7,NA,,106,6,60,5,B,4055$
857,343,6,6,7,8,YES,79,74,8,84,5,B,4295$
858,341,6,6,5,6,no,0,73,5,76,4,C,4187$
859,356,6,4,1,3,YES,94,75,1,65,2,D,3461$
860,338,7,4,1,3,NA,,79,1,83,3,D,3942$
861,329,8,8,5,7,YES,98,90,5,82,4,B,4789$
862,294,9,3,2,4,no,0,70,4,73,2,D,4060$
863,303,5,4,2,4,no,0,99,2,75,2,D,3490$
864,344,5,3,2,4,no,0,108,5,83,5,D,3413$
865,355,5,6,6,8,NA,,83,6,85,3,B,4692$
866,325,9,6,5,7,no,0,86,6,94,3,B,4181$
867,338,8,6,6,7,NO,0,97,6,77,6,B,4239$
868,309,8,2,1,3,NO,0,84,3,80,3,D,3315$
869,353,8,8,5,7,NO,0,94,7,71,2,B,5017$
870,306,9,4,3,5,NO,0,103,3,88,2,C,3747$
871,293,9,4,2,4,yes,106,92,2,74,3,C,4155$
872,314,7,7,4,6,yes,83,93,6,60,4,C,4229$
873,303,7,4,5,6,YES,91,81,4,60,2,D,3697$
874,355,9,4,3,5,YES,110,110,5,94,2,B,4600$
875,332,7,5,5,6,YES,77,90,5,91,4,C,3955$
876,337,8,4,2,4,NA,,91,1,93,3,C,3907$
877,347,5,3,3,4,NA,,81,4,84,4,D,3499$
878,360,8,5,6,7,no,0,95,6,72,4,B,4268$
879,299,7,5,3,5,no,0,85,2,67,3,D,3046$
880,332,9,4,3,4,YES,82,104,2,65,2,C,4030$
881,325,8,5,4,6,YES,110,71,4,73,6,C,3930$
882,343,6,6,5,7,YES,84,85,4,60,6,C,4013$
883,321,5,6,7,8,no,0,108,8,72,4,B,4164$
884,318,8,3,4,5,NA,,99,3,85,3,C,3983$
885,331,5,6,4,6,yes,104,97,4,73,3,C,4117$
886,303,5,2,1,3,YES,96,98,4,61,6,D,3209$
887,303,7,4,4,6,yes,116,98,5,79,5,C,3755$
888,297,9,3,2,4,yes,85,83,2,83,5,C,3797$
889,294,6,5,5,7,yes,104,81,5,95,5,C,3656$
890,311,8,4,4,5,NO,0,109,4,91,1,C,3900$
891,291,8,5,5,6,no,0,72,4,95,4,C,3761$
892,352,6,4,3,5,NO,0,75,5,66,4,D,3396$
893,337,8,4,3,4,no,0,84,3,66,6,D,3604$
894,334,8,5,5,6,YES,71,96,6,59,2,C,4561$
895,342,7,3,4,5,no,0,107,4,64,6,D,3630$
896,349,7,4,2,4,NO,0,85,4,62,4,D,4033$
897,345,5,3,2,4,NA,,91,4,75,1,D,3345$
898,331,7,2,3,4,yes,99,70,2,64,4,D,3784$
899,295,8,4,4,5,yes,82,73,4,96,3,C,3879$
900,357,5,7,5,7,no,0,82,8,75,3,B,4346$
901,331,7,5,3,5,YES,76,100,3,88,5,C,3553$
902,328,5,2,3,4,yes,80,82,1,90,3,D,3190$
903,297,6,6,5,6,NO,0,90,6,95,6,C,3765$
904,320,5,2,2,4,YES,117,109,3,93,5,D,3326$
905,330,6,7,6,7,no,0,98,5,77,1,C,4394$
906,319,5,6,3,5,NO,0,79,6,95,3,D,3623$
907,309,6,4,3,5,NA,,110,3,78,5,D,3766$
